#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Na?
#Text=Clara hat Blut gespendet
26-1	470-475	Clara	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	*	*	Subj	*	*	false[55]	Decl[55]	*[147]	spenden[147]	transitive[147]	*[147]	*[147]	item0[147]	42[236]	female[236]	blj8i1h4sc8jti0m6gcav1c9ek[236]	speaker: YOU[325]	*->24-1	PropNm[24]	elaboration|CR	*|*	28-1[56_55]|27-1[0_55]	
26-2	476-479	hat	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[55]	Decl[55]	*[147]	spenden[147]	transitive[147]	*[147]	*[147]	item0[147]	42[236]	female[236]	blj8i1h4sc8jti0m6gcav1c9ek[236]	speaker: YOU[325]	_	_	_	_	_	
26-3	480-484	Blut	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	*	*	object	*	*	false[55]	Decl[55]	*[147]	spenden[147]	transitive[147]	*[147]	*[147]	item0[147]	42[236]	female[236]	blj8i1h4sc8jti0m6gcav1c9ek[236]	speaker: YOU[325]	*->104-1	IndefNP[104]	_	_	_	
26-4	485-494	gespendet	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[55]	Decl[55]	*[147]	spenden[147]	transitive[147]	*[147]	*[147]	item0[147]	42[236]	female[236]	blj8i1h4sc8jti0m6gcav1c9ek[236]	speaker: YOU[325]	_	_	_	_	_	

#Text=Was?
27-1	496-500	Was?	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	_	_	_	

#Text=Clara war heute beim Blutspenden und ich habe sie begleitet.
28-1	502-507	Clara	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	*	*	Subj	*	*	false[56]	Decl[56]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	*->24-2	PropNm[24]	elaboration|parallel	*|*	28-6[57_56]|29-1[58_56]	
28-2	508-511	war	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[56]	Decl[56]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	_	_	_	_	_	
28-3	512-517	heute	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[56]	Decl[56]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	_	_	_	_	_	
28-4	518-522	beim	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[56]	Decl[56]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	*->32-1	DefNP[32]	_	_	_	
28-5	523-534	Blutspenden	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	*	*	PrepObj	*	*	false[56]	Decl[56]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	*->32-1	DefNP[32]	_	_	_	
28-6	535-538	und	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[57]	Decl[57]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	_	_	_	_	_	
28-7	539-542	ich	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	1	*	Subj	*	singular	false[57]	Decl[57]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	*->74-1	PerPron[74]	_	_	_	
28-8	543-547	habe	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[57]	Decl[57]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	_	_	_	_	_	
28-9	548-551	sie	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	3	*	DirObj	*	singular	false[57]	Decl[57]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	*->24-3	PerPron[24]	_	_	_	
28-10	552-562	begleitet.	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[57]	Decl[57]	*[148]	*[148]	*[148]	*[148]	*[148]	input1[148]	42[237]	female[237]	blj8i1h4sc8jti0m6gcav1c9ek[237]	speaker: YOU[326]	_	_	_	_	_	

#Text=Hast Du schon mal Blut gespendet?
29-1	564-568	Hast	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[58]	Int[58]	*[149]	*[149]	*[149]	*[149]	*[149]	input2[149]	42[238]	female[238]	blj8i1h4sc8jti0m6gcav1c9ek[238]	speaker: YOU[327]	_	_	_	_	_	
29-2	569-571	Du	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	2	*	Subj	*	singular	false[58]	Int[58]	*[149]	*[149]	*[149]	*[149]	*[149]	input2[149]	42[238]	female[238]	blj8i1h4sc8jti0m6gcav1c9ek[238]	speaker: YOU[327]	*->43-1	PerPron[43]	_	_	_	
29-3	572-577	schon	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[58]	Int[58]	*[149]	*[149]	*[149]	*[149]	*[149]	input2[149]	42[238]	female[238]	blj8i1h4sc8jti0m6gcav1c9ek[238]	speaker: YOU[327]	_	_	_	_	_	
29-4	578-581	mal	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[58]	Int[58]	*[149]	*[149]	*[149]	*[149]	*[149]	input2[149]	42[238]	female[238]	blj8i1h4sc8jti0m6gcav1c9ek[238]	speaker: YOU[327]	_	_	_	_	_	
29-5	582-586	Blut	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	*	*	DirObj	*	*	false[58]	Int[58]	*[149]	*[149]	*[149]	*[149]	*[149]	input2[149]	42[238]	female[238]	blj8i1h4sc8jti0m6gcav1c9ek[238]	speaker: YOU[327]	*->39-1	IndefNP[39]	_	_	_	
29-6	587-597	gespendet?	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	false[58]	Int[58]	*[149]	*[149]	*[149]	*[149]	*[149]	input2[149]	42[238]	female[238]	blj8i1h4sc8jti0m6gcav1c9ek[238]	speaker: YOU[327]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
30-1	599-614	END_OF_DOCUMENT	GFailure[5]	spenden\_set1\_11[5]	latin1[5]	blj8i1h4sc8jti0m6gcav1c9ek-spenden\_set1\_11[5]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
31-1	616-619	Na?	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	male	*	speaker:Tony	_	_	QAP	*	32-1[59_0]	

#Text=Clara hat Blut gespendet
32-1	621-626	Clara	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	*	*	Subj	*	*	false[59]	Decl[59]	*[150]	spenden[150]	transitive[150]	*[150]	*[150]	item0[150]	42[239]	female[239]	h05ingrcngdnasp07727nvoq59[239]	speaker: YOU[328]	*->127-1	PropNm[127]	elaboration|CR	*|*	34-1[0_59]|33-1[0_59]	
32-2	627-630	hat	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[59]	Decl[59]	*[150]	spenden[150]	transitive[150]	*[150]	*[150]	item0[150]	42[239]	female[239]	h05ingrcngdnasp07727nvoq59[239]	speaker: YOU[328]	_	_	_	_	_	
32-3	631-635	Blut	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	*	*	object	*	*	false[59]	Decl[59]	*[150]	spenden[150]	transitive[150]	*[150]	*[150]	item0[150]	42[239]	female[239]	h05ingrcngdnasp07727nvoq59[239]	speaker: YOU[328]	*->4-1	IndefNP[4]	_	_	_	
32-4	636-645	gespendet	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[59]	Decl[59]	*[150]	spenden[150]	transitive[150]	*[150]	*[150]	item0[150]	42[239]	female[239]	h05ingrcngdnasp07727nvoq59[239]	speaker: YOU[328]	_	_	_	_	_	

#Text=Was?
33-1	647-651	Was?	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	_	_	_	

#Text=Ja <BR> sie ist jetzt auf dem sozialen Trip
34-1	653-655	Ja	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false	NA	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	_	_	explanation	*	34-3[60_0]	
34-2	656-660	<BR>	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	_	_	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	_	_	_	_	_	
34-3	661-664	sie	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	3	*	Subj	*	singular	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	*->127-2	PerPron[127]	elaboration	*	35-1[61_60]	
34-4	665-668	ist	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	_	_	_	_	_	
34-5	669-674	jetzt	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	_	_	_	_	_	
34-6	675-678	auf	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	_	_	_	_	_	
34-7	679-682	dem	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	*[37]	*[37]	PrepObj[37]	*[37]	*[37]	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	*->31-1	DefNP[31]	_	_	_	
34-8	683-691	sozialen	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	*[37]	*[37]	PrepObj[37]	*[37]	*[37]	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	*->31-1	DefNP[31]	_	_	_	
34-9	692-696	Trip	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	*[37]	*[37]	PrepObj[37]	*[37]	*[37]	false[60]	Decl[60]	*[151]	*[151]	*[151]	*[151]	*[151]	input1[151]	42[240]	female[240]	h05ingrcngdnasp07727nvoq59[240]	speaker: YOU[329]	*->31-1	DefNP[31]	_	_	_	

#Text=Anderen helfen und so
35-1	698-705	Anderen	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[61]	NA[61]	*[152]	*[152]	*[152]	*[152]	*[152]	input2[152]	42[241]	female[241]	h05ingrcngdnasp07727nvoq59[241]	speaker: YOU[330]	*->78-1	IndefNP[78]	_	_	_	
35-2	706-712	helfen	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[61]	NA[61]	*[152]	*[152]	*[152]	*[152]	*[152]	input2[152]	42[241]	female[241]	h05ingrcngdnasp07727nvoq59[241]	speaker: YOU[330]	_	_	_	_	_	
35-3	713-716	und	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[61]	NA[61]	*[152]	*[152]	*[152]	*[152]	*[152]	input2[152]	42[241]	female[241]	h05ingrcngdnasp07727nvoq59[241]	speaker: YOU[330]	_	_	_	_	_	
35-4	717-719	so	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	false[61]	NA[61]	*[152]	*[152]	*[152]	*[152]	*[152]	input2[152]	42[241]	female[241]	h05ingrcngdnasp07727nvoq59[241]	speaker: YOU[330]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
36-1	721-736	END_OF_DOCUMENT	GFailure[6]	spenden\_set1\_11[6]	latin1[6]	h05ingrcngdnasp07727nvoq59-spenden\_set1\_11[6]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
37-1	738-741	Na?	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	male	*	speaker:Tony	_	_	QAP	*	38-1[62_0]	

#Text=Clara hat Blut gespendet
38-1	743-748	Clara	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	*	*	Subj	*	*	false[62]	Decl[62]	*[153]	spenden[153]	transitive[153]	*[153]	*[153]	item0[153]	42[242]	male[242]	jkqc35grurqg6r29efakrmibd9[242]	speaker: YOU[331]	*->92-1	PropNm[92]	CR	*	39-1[0_62]	
38-2	749-752	hat	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false[62]	Decl[62]	*[153]	spenden[153]	transitive[153]	*[153]	*[153]	item0[153]	42[242]	male[242]	jkqc35grurqg6r29efakrmibd9[242]	speaker: YOU[331]	*->45-1	clause[45]	_	_	_	
38-3	753-757	Blut	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	*	*	object	*	*	false[62]	Decl[62]	*[153]	spenden[153]	transitive[153]	*[153]	*[153]	item0[153]	42[242]	male[242]	jkqc35grurqg6r29efakrmibd9[242]	speaker: YOU[331]	*->45-1|*->3-1	clause[45]|IndefNP[3]	_	_	_	
38-4	758-767	gespendet	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false[62]	Decl[62]	*[153]	spenden[153]	transitive[153]	*[153]	*[153]	item0[153]	42[242]	male[242]	jkqc35grurqg6r29efakrmibd9[242]	speaker: YOU[331]	*->45-1	clause[45]	_	_	_	

#Text=Was?
39-1	769-773	Was?	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	acknowledgement|parallel	*|*	40-1|41-1[63_0]	

#Text=Ja <BR> gell?
40-1	775-777	Ja	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false	NA	*[154]	*[154]	*[154]	*[154]	*[154]	input1[154]	42[243]	male[243]	jkqc35grurqg6r29efakrmibd9[243]	speaker: YOU[332]	_	_	acknowledgement	*	40-3	
40-2	778-782	<BR>	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	_	_	*[154]	*[154]	*[154]	*[154]	*[154]	input1[154]	42[243]	male[243]	jkqc35grurqg6r29efakrmibd9[243]	speaker: YOU[332]	_	_	_	_	_	
40-3	783-788	gell?	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false	NA	*[154]	*[154]	*[154]	*[154]	*[154]	input1[154]	42[243]	male[243]	jkqc35grurqg6r29efakrmibd9[243]	speaker: YOU[332]	_	_	_	_	_	

#Text=Hätte ich ihr auch nicht zugetraut
41-1	790-795	Hätte	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	3	*	*	*	singular	false[63]	Decl[63]	*[155]	*[155]	*[155]	*[155]	*[155]	input2[155]	42[244]	male[244]	jkqc35grurqg6r29efakrmibd9[244]	speaker: YOU[333]	*->45-2	zero[45]	_	_	_	
41-2	796-799	ich	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	1	*	Subj	*	singular	false[63]	Decl[63]	*[155]	*[155]	*[155]	*[155]	*[155]	input2[155]	42[244]	male[244]	jkqc35grurqg6r29efakrmibd9[244]	speaker: YOU[333]	*->91-1	PerPron[91]	_	_	_	
41-3	800-803	ihr	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	3	*	IndirObj	*	singular	false[63]	Decl[63]	*[155]	*[155]	*[155]	*[155]	*[155]	input2[155]	42[244]	male[244]	jkqc35grurqg6r29efakrmibd9[244]	speaker: YOU[333]	*->92-2	PerPron[92]	_	_	_	
41-4	804-808	auch	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false[63]	Decl[63]	*[155]	*[155]	*[155]	*[155]	*[155]	input2[155]	42[244]	male[244]	jkqc35grurqg6r29efakrmibd9[244]	speaker: YOU[333]	_	_	_	_	_	
41-5	809-814	nicht	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false[63]	Decl[63]	*[155]	*[155]	*[155]	*[155]	*[155]	input2[155]	42[244]	male[244]	jkqc35grurqg6r29efakrmibd9[244]	speaker: YOU[333]	_	_	_	_	_	
41-6	815-824	zugetraut	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	false[63]	Decl[63]	*[155]	*[155]	*[155]	*[155]	*[155]	input2[155]	42[244]	male[244]	jkqc35grurqg6r29efakrmibd9[244]	speaker: YOU[333]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
42-1	826-841	END_OF_DOCUMENT	GFailure[7]	spenden\_set1\_11[7]	latin1[7]	jkqc35grurqg6r29efakrmibd9-spenden\_set1\_11[7]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
43-1	843-846	Na?	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	male	*	speaker:Tony	_	_	QAP	*	44-1[64_0]	

#Text=Clara hat Blut gespendet
44-1	848-853	Clara	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	*	*	Subj	*	*	false[64]	Decl[64]	*[156]	spenden[156]	transitive[156]	*[156]	*[156]	item0[156]	20[245]	male[245]	lhu26mh95feeqso1qtacqboi3v[245]	speaker: YOU[334]	*->11-1	PropNm[11]	CR	*	45-1[0_64]	
44-2	854-857	hat	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[64]	Decl[64]	*[156]	spenden[156]	transitive[156]	*[156]	*[156]	item0[156]	20[245]	male[245]	lhu26mh95feeqso1qtacqboi3v[245]	speaker: YOU[334]	_	_	_	_	_	
44-3	858-862	Blut	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	*	*	object	*	*	false[64]	Decl[64]	*[156]	spenden[156]	transitive[156]	*[156]	*[156]	item0[156]	20[245]	male[245]	lhu26mh95feeqso1qtacqboi3v[245]	speaker: YOU[334]	*->101-1	IndefNP[101]	_	_	_	
44-4	863-872	gespendet	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[64]	Decl[64]	*[156]	spenden[156]	transitive[156]	*[156]	*[156]	item0[156]	20[245]	male[245]	lhu26mh95feeqso1qtacqboi3v[245]	speaker: YOU[334]	_	_	_	_	_	

#Text=Was?
45-1	874-878	Was?	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	acknowledgement|parallel	*|*	46-1|46-3[65_0]	

#Text=Ja <BR> ich war auch überrascht.
46-1	880-882	Ja	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false	NA	*[157]	*[157]	*[157]	*[157]	*[157]	input1[157]	20[246]	male[246]	lhu26mh95feeqso1qtacqboi3v[246]	speaker: YOU[335]	_	_	_	_	_	
46-2	883-887	<BR>	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	_	_	*[157]	*[157]	*[157]	*[157]	*[157]	input1[157]	20[246]	male[246]	lhu26mh95feeqso1qtacqboi3v[246]	speaker: YOU[335]	_	_	_	_	_	
46-3	888-891	ich	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	1	*	Subj	*	singular	false[65]	Decl[65]	*[157]	*[157]	*[157]	*[157]	*[157]	input1[157]	20[246]	male[246]	lhu26mh95feeqso1qtacqboi3v[246]	speaker: YOU[335]	*->68-1	PerPron[68]	explanation	*	47-1[66_65]	
46-4	892-895	war	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[65]	Decl[65]	*[157]	*[157]	*[157]	*[157]	*[157]	input1[157]	20[246]	male[246]	lhu26mh95feeqso1qtacqboi3v[246]	speaker: YOU[335]	_	_	_	_	_	
46-5	896-900	auch	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[65]	Decl[65]	*[157]	*[157]	*[157]	*[157]	*[157]	input1[157]	20[246]	male[246]	lhu26mh95feeqso1qtacqboi3v[246]	speaker: YOU[335]	_	_	_	_	_	
46-6	901-912	überrascht.	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[65]	Decl[65]	*[157]	*[157]	*[157]	*[157]	*[157]	input1[157]	20[246]	male[246]	lhu26mh95feeqso1qtacqboi3v[246]	speaker: YOU[335]	_	_	_	_	_	

#Text=Sie hat ihre Angst vor Blut echt überwunden.
47-1	914-917	Sie	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	3	*	Subj	*	singular	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	*->11-2	PerPron[11]	_	_	_	
