#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Na?
20-4	411-416	Küche	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	*[37]	*[37]	object[37]	*[37]	*[37]	false[91]	Decl[91]	*[181]	putzen[181]	transitive[181]	*[181]	*[181]	item0[181]	19[266]	male[266]	f28ipql67ma8cbjqke6k374ach[266]	speaker: YOU[351]	*->114-1|*->29-1	clause[114]|DefNP[29]	_	_	_	
20-5	417-424	geputzt	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[91]	Decl[91]	*[181]	putzen[181]	transitive[181]	*[181]	*[181]	item0[181]	19[266]	male[266]	f28ipql67ma8cbjqke6k374ach[266]	speaker: YOU[351]	*->114-1	clause[114]	_	_	_	

#Text=Hm?
21-1	426-429	Hm?	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=Ja <BR> kaum zu glauben oder!?!
22-1	431-433	Ja	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false	NA	*[182]	*[182]	*[182]	*[182]	*[182]	input1[182]	19[267]	male[267]	f28ipql67ma8cbjqke6k374ach[267]	speaker: YOU[352]	_	_	elaboration	*	22-3[92_0]	
22-2	434-438	<BR>	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	_	_	*[182]	*[182]	*[182]	*[182]	*[182]	input1[182]	19[267]	male[267]	f28ipql67ma8cbjqke6k374ach[267]	speaker: YOU[352]	_	_	_	_	_	
22-3	439-443	kaum	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[92]	NA[92]	*[182]	*[182]	*[182]	*[182]	*[182]	input1[182]	19[267]	male[267]	f28ipql67ma8cbjqke6k374ach[267]	speaker: YOU[352]	_	_	explanation	*	23-1[93_92]	
22-4	444-446	zu	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[92]	NA[92]	*[182]	*[182]	*[182]	*[182]	*[182]	input1[182]	19[267]	male[267]	f28ipql67ma8cbjqke6k374ach[267]	speaker: YOU[352]	_	_	_	_	_	
22-5	447-454	glauben	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[92]	NA[92]	*[182]	*[182]	*[182]	*[182]	*[182]	input1[182]	19[267]	male[267]	f28ipql67ma8cbjqke6k374ach[267]	speaker: YOU[352]	_	_	_	_	_	
22-6	455-462	oder!?!	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[92]	NA[92]	*[182]	*[182]	*[182]	*[182]	*[182]	input1[182]	19[267]	male[267]	f28ipql67ma8cbjqke6k374ach[267]	speaker: YOU[352]	_	_	_	_	_	

#Text=Normal macht sie das nie.
23-1	464-470	Normal	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[93]	Decl[93]	*[183]	*[183]	*[183]	*[183]	*[183]	input2[183]	19[268]	male[268]	f28ipql67ma8cbjqke6k374ach[268]	speaker: YOU[353]	_	_	_	_	_	
23-2	471-476	macht	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[93]	Decl[93]	*[183]	*[183]	*[183]	*[183]	*[183]	input2[183]	19[268]	male[268]	f28ipql67ma8cbjqke6k374ach[268]	speaker: YOU[353]	_	_	_	_	_	
23-3	477-480	sie	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	3	*	Subj	*	singular	false[93]	Decl[93]	*[183]	*[183]	*[183]	*[183]	*[183]	input2[183]	19[268]	male[268]	f28ipql67ma8cbjqke6k374ach[268]	speaker: YOU[353]	*->58-2	PerPron[58]	_	_	_	
23-4	481-484	das	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	*	*	DirObj	*	*	false[93]	Decl[93]	*[183]	*[183]	*[183]	*[183]	*[183]	input2[183]	19[268]	male[268]	f28ipql67ma8cbjqke6k374ach[268]	speaker: YOU[353]	*->114-2	D-Pron[114]	_	_	_	
23-5	485-489	nie.	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	false[93]	Decl[93]	*[183]	*[183]	*[183]	*[183]	*[183]	input2[183]	19[268]	male[268]	f28ipql67ma8cbjqke6k374ach[268]	speaker: YOU[353]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
24-1	491-506	END_OF_DOCUMENT	GFailure[4]	putzen\_set1\_1[4]	latin3[4]	f28ipql67ma8cbjqke6k374ach-putzen\_set1\_1[4]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
25-1	508-511	Na?	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	26-1[94_0]	

#Text=Lena hat die Küche geputzt
26-1	513-517	Lena	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	*	*	Subj	*	*	false[94]	Decl[94]	*[184]	putzen[184]	transitive[184]	*[184]	*[184]	item0[184]	36[269]	male[269]	ifdbjqro2nfkup12rv8t6k0eu9[269]	speaker: YOU[354]	*->50-1	PropNm[50]	contrast|elaboration|CR	*|*|*	28-1[95_94]|29-1[96_94]|27-1[0_94]	
26-2	518-521	hat	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false[94]	Decl[94]	*[184]	putzen[184]	transitive[184]	*[184]	*[184]	item0[184]	36[269]	male[269]	ifdbjqro2nfkup12rv8t6k0eu9[269]	speaker: YOU[354]	*->81-1	clause[81]	_	_	_	
26-3	522-525	die	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	*[38]	*[38]	object[38]	*[38]	*[38]	false[94]	Decl[94]	*[184]	putzen[184]	transitive[184]	*[184]	*[184]	item0[184]	36[269]	male[269]	ifdbjqro2nfkup12rv8t6k0eu9[269]	speaker: YOU[354]	*->81-1|*->26-1	clause[81]|DefNP[26]	_	_	_	
26-4	526-531	Küche	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	*[38]	*[38]	object[38]	*[38]	*[38]	false[94]	Decl[94]	*[184]	putzen[184]	transitive[184]	*[184]	*[184]	item0[184]	36[269]	male[269]	ifdbjqro2nfkup12rv8t6k0eu9[269]	speaker: YOU[354]	*->81-1|*->26-1	clause[81]|DefNP[26]	_	_	_	
26-5	532-539	geputzt	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false[94]	Decl[94]	*[184]	putzen[184]	transitive[184]	*[184]	*[184]	item0[184]	36[269]	male[269]	ifdbjqro2nfkup12rv8t6k0eu9[269]	speaker: YOU[354]	*->81-1	clause[81]	_	_	_	

#Text=Hm?
27-1	541-544	Hm?	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=macht sie sonst nicht
28-1	546-551	macht	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	3	*	*	*	singular	false[95]	Decl[95]	*[185]	*[185]	*[185]	*[185]	*[185]	input1[185]	36[270]	male[270]	ifdbjqro2nfkup12rv8t6k0eu9[270]	speaker: YOU[355]	*->81-2	zero[81]	_	_	_	
28-2	552-555	sie	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	3	*	Subj	*	singular	false[95]	Decl[95]	*[185]	*[185]	*[185]	*[185]	*[185]	input1[185]	36[270]	male[270]	ifdbjqro2nfkup12rv8t6k0eu9[270]	speaker: YOU[355]	*->50-2	PerPron[50]	_	_	_	
28-3	556-561	sonst	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false[95]	Decl[95]	*[185]	*[185]	*[185]	*[185]	*[185]	input1[185]	36[270]	male[270]	ifdbjqro2nfkup12rv8t6k0eu9[270]	speaker: YOU[355]	_	_	_	_	_	
28-4	562-567	nicht	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false[95]	Decl[95]	*[185]	*[185]	*[185]	*[185]	*[185]	input1[185]	36[270]	male[270]	ifdbjqro2nfkup12rv8t6k0eu9[270]	speaker: YOU[355]	_	_	_	_	_	

#Text=ich freu mich
29-1	569-572	ich	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	1	*	Subj	*	singular	false[96]	Decl[96]	*[186]	*[186]	*[186]	*[186]	*[186]	input2[186]	36[271]	male[271]	ifdbjqro2nfkup12rv8t6k0eu9[271]	speaker: YOU[356]	*->51-1	PerPron[51]	_	_	_	
29-2	573-577	freu	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false[96]	Decl[96]	*[186]	*[186]	*[186]	*[186]	*[186]	input2[186]	36[271]	male[271]	ifdbjqro2nfkup12rv8t6k0eu9[271]	speaker: YOU[356]	_	_	_	_	_	
29-3	578-582	mich	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	false[96]	Decl[96]	*[186]	*[186]	*[186]	*[186]	*[186]	input2[186]	36[271]	male[271]	ifdbjqro2nfkup12rv8t6k0eu9[271]	speaker: YOU[356]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
30-1	584-599	END_OF_DOCUMENT	GFailure[5]	putzen\_set1\_1[5]	latin3[5]	ifdbjqro2nfkup12rv8t6k0eu9-putzen\_set1\_1[5]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
31-1	601-604	Na?	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	32-1[97_0]	

#Text=Lena hat die Küche geputzt
32-1	606-610	Lena	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	*	*	Subj	*	*	false[97]	Decl[97]	*[187]	putzen[187]	transitive[187]	*[187]	*[187]	item0[187]	27[272]	female[272]	nn1fs9jkn62eo9089lo89usbkb[272]	speaker: YOU[357]	*->117-1|*->1-1	D-Pron[117]|PropNm[1]	elaboration|elaboration|CR	*|*|*	34-1[98_97]|35-1[99_97]|33-1[0_97]	
32-2	611-614	hat	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[97]	Decl[97]	*[187]	putzen[187]	transitive[187]	*[187]	*[187]	item0[187]	27[272]	female[272]	nn1fs9jkn62eo9089lo89usbkb[272]	speaker: YOU[357]	*->117-1	D-Pron[117]	_	_	_	
32-3	615-618	die	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	*[39]	*[39]	object[39]	*[39]	*[39]	false[97]	Decl[97]	*[187]	putzen[187]	transitive[187]	*[187]	*[187]	item0[187]	27[272]	female[272]	nn1fs9jkn62eo9089lo89usbkb[272]	speaker: YOU[357]	*->117-1|*->84-1	D-Pron[117]|DefNP[84]	_	_	_	
32-4	619-624	Küche	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	*[39]	*[39]	object[39]	*[39]	*[39]	false[97]	Decl[97]	*[187]	putzen[187]	transitive[187]	*[187]	*[187]	item0[187]	27[272]	female[272]	nn1fs9jkn62eo9089lo89usbkb[272]	speaker: YOU[357]	*->117-1|*->84-1	D-Pron[117]|DefNP[84]	_	_	_	
32-5	625-632	geputzt	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[97]	Decl[97]	*[187]	putzen[187]	transitive[187]	*[187]	*[187]	item0[187]	27[272]	female[272]	nn1fs9jkn62eo9089lo89usbkb[272]	speaker: YOU[357]	*->117-1	D-Pron[117]	_	_	_	

#Text=Hm?
33-1	634-637	Hm?	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=Das kommt sehr selten vor.
34-1	639-642	Das	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	*	*	Subj	*	*	false[98]	Decl[98]	*[188]	*[188]	*[188]	*[188]	*[188]	input1[188]	27[273]	female[273]	nn1fs9jkn62eo9089lo89usbkb[273]	speaker: YOU[358]	*->117-2	D-Pron[117]	_	_	_	
34-2	643-648	kommt	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[98]	Decl[98]	*[188]	*[188]	*[188]	*[188]	*[188]	input1[188]	27[273]	female[273]	nn1fs9jkn62eo9089lo89usbkb[273]	speaker: YOU[358]	_	_	_	_	_	
34-3	649-653	sehr	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[98]	Decl[98]	*[188]	*[188]	*[188]	*[188]	*[188]	input1[188]	27[273]	female[273]	nn1fs9jkn62eo9089lo89usbkb[273]	speaker: YOU[358]	_	_	_	_	_	
34-4	654-660	selten	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[98]	Decl[98]	*[188]	*[188]	*[188]	*[188]	*[188]	input1[188]	27[273]	female[273]	nn1fs9jkn62eo9089lo89usbkb[273]	speaker: YOU[358]	_	_	_	_	_	
34-5	661-665	vor.	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[98]	Decl[98]	*[188]	*[188]	*[188]	*[188]	*[188]	input1[188]	27[273]	female[273]	nn1fs9jkn62eo9089lo89usbkb[273]	speaker: YOU[358]	_	_	_	_	_	

#Text=Ich hoffe sie macht es weiterhin.
35-1	667-670	Ich	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	1	*	Subj	*	singular	false[99]	Decl[99]	*[189]	*[189]	*[189]	*[189]	*[189]	input2[189]	27[274]	female[274]	nn1fs9jkn62eo9089lo89usbkb[274]	speaker: YOU[359]	*->98-1	PerPron[98]	_	_	_	
35-2	671-676	hoffe	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[99]	Decl[99]	*[189]	*[189]	*[189]	*[189]	*[189]	input2[189]	27[274]	female[274]	nn1fs9jkn62eo9089lo89usbkb[274]	speaker: YOU[359]	_	_	_	_	_	
35-3	677-680	sie	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	3	*	Embedded	*	singular	false[99]	Decl[99]	*[189]	*[189]	*[189]	*[189]	*[189]	input2[189]	27[274]	female[274]	nn1fs9jkn62eo9089lo89usbkb[274]	speaker: YOU[359]	*->1-2	PerPron[1]	_	_	_	
35-4	681-686	macht	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[99]	Decl[99]	*[189]	*[189]	*[189]	*[189]	*[189]	input2[189]	27[274]	female[274]	nn1fs9jkn62eo9089lo89usbkb[274]	speaker: YOU[359]	_	_	_	_	_	
35-5	687-689	es	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	3	*	Embedded	*	singular	false[99]	Decl[99]	*[189]	*[189]	*[189]	*[189]	*[189]	input2[189]	27[274]	female[274]	nn1fs9jkn62eo9089lo89usbkb[274]	speaker: YOU[359]	*->117-3	PerPron[117]	_	_	_	
35-6	690-700	weiterhin.	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	false[99]	Decl[99]	*[189]	*[189]	*[189]	*[189]	*[189]	input2[189]	27[274]	female[274]	nn1fs9jkn62eo9089lo89usbkb[274]	speaker: YOU[359]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
36-1	702-717	END_OF_DOCUMENT	GFailure[6]	putzen\_set1\_1[6]	latin3[6]	nn1fs9jkn62eo9089lo89usbkb-putzen\_set1\_1[6]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
37-1	719-722	Na?	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	38-1[100_0]	

#Text=Lena hat die Küche geputzt
38-1	724-728	Lena	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*	*	Subj	*	*	false[100]	Decl[100]	*[190]	putzen[190]	transitive[190]	*[190]	*[190]	item0[190]	24[275]	male[275]	qaaqp55l485lvs9rdvpvbtmqal[275]	speaker: YOU[360]	*->73-1	PropNm[73]	elaboration|CR	*|*	40-1[101_100]|39-1[0_100]	
38-2	729-732	hat	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[100]	Decl[100]	*[190]	putzen[190]	transitive[190]	*[190]	*[190]	item0[190]	24[275]	male[275]	qaaqp55l485lvs9rdvpvbtmqal[275]	speaker: YOU[360]	_	_	_	_	_	
38-3	733-736	die	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[40]	*[40]	object[40]	*[40]	*[40]	false[100]	Decl[100]	*[190]	putzen[190]	transitive[190]	*[190]	*[190]	item0[190]	24[275]	male[275]	qaaqp55l485lvs9rdvpvbtmqal[275]	speaker: YOU[360]	*->99-1	DefNP[99]	_	_	_	
38-4	737-742	Küche	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[40]	*[40]	object[40]	*[40]	*[40]	false[100]	Decl[100]	*[190]	putzen[190]	transitive[190]	*[190]	*[190]	item0[190]	24[275]	male[275]	qaaqp55l485lvs9rdvpvbtmqal[275]	speaker: YOU[360]	*->99-1	DefNP[99]	_	_	_	
38-5	743-750	geputzt	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[100]	Decl[100]	*[190]	putzen[190]	transitive[190]	*[190]	*[190]	item0[190]	24[275]	male[275]	qaaqp55l485lvs9rdvpvbtmqal[275]	speaker: YOU[360]	_	_	_	_	_	

#Text=Hm?
39-1	752-755	Hm?	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=Lena hat heute nach dem mittagessen den Küchendienst übernommen
40-1	757-761	Lena	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*	*	Subj	*	*	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	*->73-2	PropNm[73]	elaboration	*	41-1[102_101]	
40-2	762-765	hat	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	_	_	_	_	_	
40-3	766-771	heute	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	_	_	_	_	_	
40-4	772-776	nach	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	_	_	_	_	_	
40-5	777-780	dem	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[41]	*[41]	PrepObj[41]	*[41]	*[41]	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	*->3-1	DefNP[3]	_	_	_	
40-6	781-792	mittagessen	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[41]	*[41]	PrepObj[41]	*[41]	*[41]	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	*->3-1	DefNP[3]	_	_	_	
40-7	793-796	den	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[42]	*[42]	DirObj[42]	*[42]	*[42]	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	*->89-1	DefNP[89]	_	_	_	
40-8	797-809	Küchendienst	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[42]	*[42]	DirObj[42]	*[42]	*[42]	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	*->89-1	DefNP[89]	_	_	_	
40-9	810-820	übernommen	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[101]	Decl[101]	*[191]	*[191]	*[191]	*[191]	*[191]	input1[191]	24[276]	male[276]	qaaqp55l485lvs9rdvpvbtmqal[276]	speaker: YOU[361]	_	_	_	_	_	

#Text=Ich traute meinen Augen kaum
41-1	822-825	Ich	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	1	*	Subj	*	singular	false[102]	Decl[102]	*[192]	*[192]	*[192]	*[192]	*[192]	input2[192]	24[277]	male[277]	qaaqp55l485lvs9rdvpvbtmqal[277]	speaker: YOU[362]	*->7-1	PerPron[7]	_	_	_	
41-2	826-832	traute	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[102]	Decl[102]	*[192]	*[192]	*[192]	*[192]	*[192]	input2[192]	24[277]	male[277]	qaaqp55l485lvs9rdvpvbtmqal[277]	speaker: YOU[362]	_	_	_	_	_	
41-3	833-839	meinen	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[43]|1[44]	*[43]|*[44]	DirObj[43]|*[44]	*[43]|*[44]	*[43]|singular[44]	false[102]	Decl[102]	*[192]	*[192]	*[192]	*[192]	*[192]	input2[192]	24[277]	male[277]	qaaqp55l485lvs9rdvpvbtmqal[277]	speaker: YOU[362]	*->39-1|*->7-2	DefNP[39]|PossePron[7]	_	_	_	
